tweet,sentiment,date,weekday,hour,followers,description
kindly dig out the statement of my account and let the world see it here and show the world where the fou,0,2019-03-09 20:33:51,5.0,20.0,95.0,cool
thank you ive sent you a dmhow long do i have to wait,0,2019-03-09 20:33:11,5.0,20.0,1099.0,lover of  lagos nigeria featured contenti make beautiful memoriesfollow me   ig
tried it a couple of times but it doesnt work,1,2019-03-09 20:33:10,5.0,20.0,154.0,we buysell your bitcoins ethereum and other cryptocurrency at the best rate gift cards needed tooitunes amazonsteam etc callmsg on   08136887841
which data,0,2019-03-09 20:14:55,5.0,20.0,224.0,a chemist tutor writer entrepreneur speaker mentor global citizen and manu
whats going on with this,0,2019-03-09 20:12:03,5.0,20.0,135.0,makesense producer rapper yall should know  signed to makesensemusik  call  +2348149943819
you are not attending  to my complainti made a fund transfer to another bank but the recipient was not,1,2019-03-09 20:05:28,5.0,20.0,538.0,jesus  nigeria tasued  entrepreneur  realmadridfc
hello i tried to make a cash withdrawal through the pos yesterday but there was an error but i was de,1,2019-03-09 19:59:27,5.0,19.0,139.0,developing  pen tester  tech lover  graphic designer
this is incredible  ive always had one card a mastercard  i will send the email but i dont get why i s,1,2019-03-09 19:59:18,5.0,19.0,46.0,non conformist igbo nigerianbyforce
please first bank i need your help my atm was stolen,0,2019-03-09 19:55:28,5.0,19.0,2.0,
just seeing your reply will fill and forward it to you,0,2019-03-09 19:52:13,5.0,19.0,550.0,i serve a god that can crack a kernel  with an egg so as to shame the stone  raelmadrid   for a follow back
please i need your help my atm card was stolen i want you to help me and block the card,1,2019-03-09 19:47:42,5.0,19.0,2.0,
my own is 25k+ you have till wednesday till i go and naked  myself at your tejuosho branch,1,2019-03-09 19:46:54,5.0,19.0,550.0,i serve a god that can crack a kernel  with an egg so as to shame the stone  raelmadrid   for a follow back
your network wasnt going so i couldnt withdraw but its all good nowhowever a transaction i made,1,2019-03-09 19:31:40,5.0,19.0,1536.0,beautiful mind  demiurge  a force
i made a complain since last week which i was advised to wait for about 7working days for a feedback but,1,2019-03-09 19:30:49,5.0,19.0,45.0,im bold and handsome fun to be with on a good day girls and guys i think i get attitude but i no get swagger he  he   he    ask
please my friend misplaced his atm card and he want the card blocked as soon as possible,1,2019-03-09 19:13:43,5.0,19.0,278.0,inspiration+aspiration+greatness
the same reply youre giving all your customers pls tell me how to close my account   your bank aint helping matters,1,2019-03-09 19:05:38,5.0,19.0,223.0,an environmental scientist   a biologist   igbo   a staunch catholic    a business man am a great guy youll love
check your dm,0,2019-03-09 19:03:49,5.0,19.0,408.0,graphic designerbuilding  mufc
so ill wake up in the morning and go to the bank to get information really in this 21st century yall are unserious,1,2019-03-09 19:02:49,5.0,19.0,1055.0,your female bestieantifeminist football loversuper lionessyou can always find me on your timeline causing trouble ifb
my account was debited without reason of 100k blessing okoro,1,2019-03-09 19:01:54,5.0,19.0,27.0,lagos real estate marketplace  callwhatsap 07062223999 your buying selling or rental request
phone number doesnt fit in that spotthe referral code is not up to 11,0,2019-03-09 18:59:55,5.0,18.0,43.0,lex dei vitae lampas o deus ego amo te
please why do you keep deducting  620 for any transaction why,1,2019-03-09 18:58:10,5.0,18.0,519.0,a baker cake decoratordesserts cupcakes traditional engagement  wedding cakes pastrieswhatsapp and call 08104455835
my account number 3015077568,0,2019-03-09 18:47:17,5.0,18.0,9.0,it takes a second to be wealthy in life if u ar alwaz servin ur almighty
you have not replied my me and dont not even attended to my complain since yesterdayhave supplied u wi,1,2019-03-09 18:44:49,5.0,18.0,9.0,it takes a second to be wealthy in life if u ar alwaz servin ur almighty
please reply my dm,0,2019-03-09 18:29:44,5.0,18.0,965.0,former account   creative director at gui digitalssocial media strategist pro graphics designerbrand ambassador  mufc
please i need explanations on why i will be charged 50 naira for recharging from my accou,1,2019-03-10 05:00:50,6.0,5.0,361.0,entrepreneur safety personnel risk analysts
actually have laws that require banks to have reversals done within 2448hrs,1,2019-03-10 01:51:06,6.0,1.0,15.0,not a racist inbetween a neonationalist and panafricanist who believes in the prioritization unity and progress of africa and its peoplea lover of peace
we deeply regret the inconvenience we are causing you and we assure you that the unit in charg,0,2019-03-09 23:26:27,5.0,23.0,90073.0,welcome to the official twitter handle of polaris bank ltd please do not tweet personal information or account details
you aint fixing anything in the dm your services are so poor for a bank what stupid dm this keeps happening,1,2019-03-09 23:23:35,5.0,23.0,1253.0,fear god  vipassana  creative investor  branding  entertainment  tgm
dear small mitchwe apologize for the delayed resolution of your complaintkindly refer to dmthank you,0,2019-03-09 23:16:57,5.0,23.0,90073.0,welcome to the official twitter handle of polaris bank ltd please do not tweet personal information or account details
what kind of bank is this,1,2019-03-09 23:16:56,5.0,23.0,1253.0,fear god  vipassana  creative investor  branding  entertainment  tgm
refund back my money    its been over 24hrs,1,2019-03-09 23:13:02,5.0,23.0,1253.0,fear god  vipassana  creative investor  branding  entertainment  tgm
its been over 24 hours as usual  ive not gotten a refund  when will all these rubbish stop  now,1,2019-03-09 23:01:34,5.0,23.0,1253.0,fear god  vipassana  creative investor  branding  entertainment  tgm
i need my money back,1,2019-03-09 22:05:26,5.0,22.0,716.0,human  graduate architect  designer  bim  computational design enthusiast  contact via link below
you people debited me for no reason and you have subjected,1,2019-03-09 21:33:06,5.0,21.0,35.0,business man business development expert public analyst
as you can see i sent my account details since around 1pm,1,2019-03-09 21:30:50,5.0,21.0,35.0,business man business development expert public analyst
my suggestion  lets start sueing banks for failed transactions its now becoming an evil norm in this country nige,1,2019-03-09 21:11:54,5.0,21.0,12.0,a grandpa is someone with silver in his hair gold in his heart and manya nkw handyonce a soldier of the eastern region plenty gifted children
hello  we apologize for your experience kindly provide your account,0,2019-03-09 21:10:10,5.0,21.0,22752.0,keystone bank aims to deliver innovative and superior financial solutions to our esteemed customers
oh lookie here  mr  is back  we might get to conclude this deal,0,2019-03-09 20:57:55,5.0,20.0,1538.0,cool geek  full stack web developer  tech consultant   1  fan  sarcasm major  presidential hopeful  ngr  ordootercom
lets contact this man and invest all the funds seized from corrupt politicians i think  ca,0,2019-03-09 20:46:38,5.0,20.0,1538.0,cool geek  full stack web developer  tech consultant   1  fan  sarcasm major  presidential hopeful  ngr  ordootercom
how far una no dey recruit,1,2019-03-09 20:14:06,5.0,20.0,3342.0,creating something legendary
the pertinent issue is roi but there,0,2019-03-09 18:10:54,5.0,18.0,444.0,
i am not supporting nigeria b,0,2019-03-09 18:02:09,5.0,18.0,1209.0,legend
under the aegis of  banks were encouraged to commit 5,0,2019-03-09 17:58:39,5.0,17.0,444.0,
seriously  not good,1,2019-03-09 17:33:02,5.0,17.0,59.0,
pls help  get his job back he needs it badly right now,0,2019-03-09 17:25:30,5.0,17.0,338.0,
so im been charged 50naira for recharging from my account  this is not the first time bee,1,2019-03-09 16:46:32,5.0,16.0,361.0,entrepreneur safety personnel risk analysts
ive never heard about employment opportunity in cbn are the staffs there immortal,1,2019-03-09 16:36:49,5.0,16.0,93.0,sound of silence   what we do is everybodys business  marine croccity no1 first son
hi    i have now dmed you would appreciate if you respond to me as quickly as possible,1,2019-03-09 16:25:29,5.0,16.0,972.0,economics and finance graduate virgo
tell me why ive sent money to someone who uses  since tuesday been debited almost,1,2019-03-09 15:48:06,5.0,15.0,5642.0,i love football if you dont thats fine
you welcome,0,2019-03-09 15:42:37,5.0,15.0,404.0,arsenal fc home of real football we cannot hold a torch to light
anothers path without,0,,,,,
brightening our own,0,,,,,
thank you,0,2019-03-09 15:37:13,5.0,15.0,734.0,registered nurseislamuiarsenal public health enthusiastig nawtimoyo
why does it take 58 working days to reverse a wrong pos dispense transaction   please sort,1,2019-03-09 15:29:42,5.0,15.0,444.0,madness is like gravity all it needs is a little push
really laughable its not polite for anyon,0,2019-03-09 15:10:53,5.0,15.0,89.0,kindly contact me for a reputable  cleaning  services private or industries ebeco nig is the best for you +23481236859 or email at ebenezerkuwhede7com
but we still highest producer of rice in africa,0,2019-03-09 15:06:44,5.0,15.0,1569.0,people dream of success i stay awake to achieve it  greatest ife  nil satis nisi optimum   cfc
lmaoooooohe should answer ooo,0,2019-03-09 15:06:25,5.0,15.0,1569.0,people dream of success i stay awake to achieve it  greatest ife  nil satis nisi optimum   cfc
2nd week in a row i have loaded my betting account with the sterling app and i have not been,1,2019-03-09 14:32:03,5.0,14.0,13.0,realest   man utd fan even after death   come on u red devils
i just told u about garri what is ur take,0,2019-03-09 14:07:50,5.0,14.0,164.0,it consultant network specialist ofc specialist web designers  manager manchester city fc
where are the results,0,2019-03-09 14:07:33,5.0,14.0,1569.0,people dream of success i stay awake to achieve it  greatest ife  nil satis nisi optimum   cfc
so if this result is not proof enough i rest my case,0,2019-03-09 14:04:42,5.0,14.0,164.0,it consultant network specialist ofc specialist web designers  manager manchester city fc
all the anchor borrowing program interventio,0,2019-03-09 13:41:12,5.0,13.0,1569.0,people dream of success i stay awake to achieve it  greatest ife  nil satis nisi optimum   cfc
please help me beg   it is more than 8 working days now i logged a dispense error compl,1,2019-03-09 13:38:35,5.0,13.0,245.0,
bro where is ur proof  emotions is why d nigeria,0,2019-03-09 13:31:07,5.0,13.0,164.0,it consultant network specialist ofc specialist web designers  manager manchester city fc
it appears  website and internet banking app have collapsed   must monitor this,1,2019-03-09 13:18:44,5.0,13.0,539.0,journalist panafricanist environmentalist humanist
ridiculous  already cowed  turned to polling boot vote buying surveillance,0,2019-03-09 11:44:50,5.0,11.0,880.0,lawyering all the options here
and the,0,2019-03-09 11:34:46,5.0,11.0,259.0,simple quiet and inteligent
hello  so i hear banks are meant to refund pos dispense error in 24hours or pay a fine of 10k can you kind,1,2019-03-09 09:44:52,5.0,9.0,306.0,skincare guru fashion enthusiast fun loving god lovingbus ig    lozaniaskincarecom 08183138121
thanks a lot,0,2019-03-09 09:43:04,5.0,9.0,306.0,skincare guru fashion enthusiast fun loving god lovingbus ig    lozaniaskincarecom 08183138121
this,0,2019-03-09 09:14:15,5.0,9.0,78.0,open minded liberal and free thinker thats me
it seem like this is the default response,1,2019-03-09 09:08:57,5.0,9.0,78.0,open minded liberal and free thinker thats me
ive never heard about employment opportunity in  are the staffs there immortal,1,2019-03-09 08:38:37,5.0,8.0,50123.0,we promote music apps businesses brands products and services prdigital mediajust make use of the dm or email usmevpromotionsbizcom
i have done that,0,2019-03-09 08:11:34,5.0,8.0,64.0,
is encouraging cashless policy  is discouraging it  i used pos at a super market two weeks,1,2019-03-09 07:55:15,5.0,7.0,88.0,power specialist
mine is 9 month an still counting  pls help me  mymoneyback,1,2019-03-09 07:39:55,5.0,7.0,277.0,plain  simple lifelove good music
pls am fed up banking with u guys tired callin ur so called yes center wit empty promises pls  com to our help,1,2019-03-09 07:19:34,5.0,7.0,277.0,plain  simple lifelove good music
no worry by the time i just go and report you as smugglers and your accounts,1,2019-03-09 07:14:16,5.0,7.0,217.0,a friendhusband and father banker and internal controller
it took you over 5 days since that transaction was conducted to respond to my complaint yours is the slowest syste,1,2019-03-09 07:08:06,5.0,7.0,5405.0,believer avid reader face model foodie witty too much sense  my tweets are very practical  turnoff  vulgarity
out of 5 staff that took your loan am signed out to pay your stupid fraudulent 5082 for something you dont even,1,2019-03-09 06:41:27,5.0,6.0,105.0,am realistic and very optimistic about lifenever a dull momentpoised for greatnessthe future so bright you need shades    a system engineer
with ministry of communication and our payslip keeps tab on all deduction from our salary account,1,2019-03-09 06:41:24,5.0,6.0,105.0,am realistic and very optimistic about lifenever a dull momentpoised for greatnessthe future so bright you need shades    a system engineer
i dont care what name you give to the fraudulent and suspicious deduction you mad,1,2019-03-09 06:41:23,5.0,6.0,105.0,am realistic and very optimistic about lifenever a dull momentpoised for greatnessthe future so bright you need shades    a system engineer
i want to know why i have not received any response on my 4000 naira debit for 2 weeks now its a big same,1,2019-03-09 06:27:24,5.0,6.0,72.0,
with ministry of communication and our payslip keeps tab on all deduction from our salary account,1,2019-03-09 06:01:29,5.0,6.0,105.0,am realistic and very optimistic about lifenever a dull momentpoised for greatnessthe future so bright you need shades    a system engineer
please  on thursday a failed transaction with  had 3100 naira deducted from my account twice please,1,2019-03-09 05:58:50,5.0,5.0,11050.0,digital media enthusiastsociology social media manager graphic designer  ayoakin007com
hello guys  i have done this already  am beginning to think this is a fraudulent act just i,1,2019-03-09 05:54:49,5.0,5.0,112.0,son of a king
hello guys  i used my debit card just yesterday at the tantalizer ogba an amount of  2660 was deduc,1,2019-03-09 05:52:01,5.0,5.0,112.0,son of a king
has been holding my money for more than 8 working days now they couldnt ref,1,2019-03-09 05:08:38,5.0,5.0,245.0,
more than 8 working days now and you still tell me the transaction is under review this is un,1,2019-03-09 05:05:03,5.0,5.0,245.0,
all inconvenience duly regretted kindly provide your account number via a di,0,2019-03-09 04:31:37,5.0,4.0,952805.0,welcome to zenith banks official twitter page here you can expect to get the latest information on our financial products and services
this is disheartening,1,2019-03-09 01:24:18,5.0,1.0,121.0,patriotismis supporting ur country all d time  ur govt when it deserves it 2survive in peaceharmony united strong we must hav 1 pple 1nation one flag
alas onu  atm 3rd gwarinpa came to the rescue gbese would have been my case  start sanctions,1,2019-03-09 00:30:31,5.0,0.0,1704.0,
24hrs atm no cash in all atm around gwarinpa,1,2019-03-09 00:23:11,5.0,0.0,1704.0,
i have another n1000 again making n3000,1,2019-03-08 23:00:38,4.0,23.0,354.0,a public speaker business marketing consultant administrator youth empowerment campaigner
hi there we saw your tweet on our official handle and we wish to assist you check this out w,1,2019-03-08 22:43:24,4.0,22.0,72858.0,africas most agile company nigerias most disruptive bank for speedy responses to enquiries  issues resolution please tweet   notjustabank
i made airtime purchase though debited but no recharge,1,2019-03-08 22:09:11,4.0,22.0,354.0,a public speaker business marketing consultant administrator youth empowerment campaigner
it over 5hours i got debited without getting fund via pos i request for instant reversal of funds,1,2019-03-08 21:52:36,4.0,21.0,80.0,financial analyst at  mfb lover of sports and music supporter of
dear  we sincerely apologize on any inconvenience the debit pa,1,2019-03-08 21:49:22,4.0,21.0,90073.0,welcome to the official twitter handle of polaris bank ltd please do not tweet personal information or account details
ive complained about failed transactions and demanded rever,1,2019-03-08 21:28:45,4.0,21.0,78.0,open minded liberal and free thinker thats me
pumps  26992m cny3134m in retail smis  invest data,0,2019-03-08 21:20:12,4.0,21.0,1063.0,work as editor at investdata newspaper  simplifying equity investment economy business
looping,0,2019-03-08 21:11:14,4.0,21.0,42.0,
is it a crime to av a bank acc in ur bank    my account isnt safe i dnt av acc,1,2019-03-08 21:04:35,4.0,21.0,64.0,
only for me to get to the mall today to do some shopping on my debit card but to,1,2019-03-08 21:00:31,4.0,21.0,64.0,
on same day 13219 i called ur customer service hotline and a lady spoke so rude,1,2019-03-08 20:57:48,4.0,20.0,64.0,
i went to your bank on the 13th of feb to make a formal complaint but only to b,1,2019-03-08 20:55:40,4.0,20.0,64.0,
an unauthorizd transaction was carried out on my account 122 to an ewallet acco,1,2019-03-08 20:54:47,4.0,20.0,64.0,
dear zenith bankim extremely disappointed with d treatment bin given to me as a cu,1,2019-03-08 20:53:55,4.0,20.0,64.0,
the zombie  will not note that there has been a second transaction they will give everyone the impr,1,2019-03-08 20:49:07,4.0,20.0,1667.0,charming sexy confident
useless   i performed another transaction the same thing happened the morons are responding to m,1,2019-03-08 20:41:24,4.0,20.0,1667.0,charming sexy confident
the last feedback they gave me at your branch at ajah was that it will be reversed before close of business today,1,2019-03-08 20:25:42,4.0,20.0,508.0,ariesmelancholygod 1st mercedes benz liverpool fc  ynwa
please  come to my rescue i thought these banks are supposed to pay for this kind of services a failed tr,1,2019-03-08 20:25:41,4.0,20.0,508.0,ariesmelancholygod 1st mercedes benz liverpool fc  ynwa
all efforts to get my funds reversed proved abortive henc,1,2019-03-08 20:20:44,4.0,20.0,35.0,business man business development expert public analyst
all efforts to get my funds reversed proved abortive henc,1,2019-03-08 20:13:32,4.0,20.0,35.0,business man business development expert public analyst
you have a disgruntled and unsatisfied custome,1,2019-03-08 20:12:28,4.0,20.0,446.0,blockchain technology  cryptocurrency enthusiast  real estate consultant entrepreneur
it was funny at all today gtbank messed up my day no cus,1,2019-03-08 20:09:32,4.0,20.0,35.0,business man business development expert public analyst
sources do get things wrong too so i guess we wait to see if the story is jus n,1,2019-03-08 20:01:44,4.0,20.0,135.0,up and doing kinda guy
kindly bring   and  into the matter,0,2019-03-08 19:58:21,4.0,19.0,446.0,blockchain technology  cryptocurrency enthusiast  real estate consultant entrepreneur
please refund my money so i can use it and complete the purchases for my wedding beverages,1,2019-03-08 19:54:30,4.0,19.0,79.0,
whilst still waiting for them to refund the 20k they debited me since 2 months ago on failed pos transact,1,2019-03-08 19:49:07,4.0,19.0,79.0,
uba has be frustrating my efforts towards using pos since the beginning of this year,1,2019-03-08 19:47:28,4.0,19.0,79.0,
uba refund all my money,1,2019-03-08 19:38:49,4.0,19.0,79.0,
i use the name of god ogun amadioha or whatever that you people serve to appeal that you kindly refund,1,2019-03-08 19:38:21,4.0,19.0,79.0,
are you guys on sabbatical leave  why are you silent to the dm i sent,1,2019-03-08 19:37:54,4.0,19.0,28.0,
today the worst has happened they debited a whopping sum of 159000 naira on transaction that was decline,1,2019-03-08 19:35:47,4.0,19.0,79.0,
doing pos transactions with uba bank has been a hell for me since the beginning of this year the previou,1,2019-03-08 19:31:01,4.0,19.0,79.0,
remember that email you sent to me for a survey of your digital channels  take this thread as your,1,2019-03-08 19:26:18,4.0,19.0,1667.0,charming sexy confident
this is very sad and annoying and should be condemned in strong possible terms i dont know if its now,1,2019-03-08 19:26:05,4.0,19.0,79.0,
which one out of  and  has decided to ruin my weekend  i just tried to purchase airti,1,2019-03-08 19:12:48,4.0,19.0,1667.0,charming sexy confident
some great travels today across south western state of nigeria by  crew on site assessments for ide,0,2019-03-08 18:41:35,4.0,18.0,1738.0,expert  fintech  paymentsfounder  project  hybrid solar  energy efficiency retrofits  hspeercan be controversial  provocative
cbn injects   26992m cny 3134m into retail smis    forex,0,2019-03-08 18:30:06,4.0,18.0,741.0,the sight news unbiased  concise  precise and objective newsalways
iwd2019  emefiele laud womens contributions at the cbn    balanceforbetter,0,2019-03-08 18:17:05,4.0,18.0,126.0,those hashtags just arent where theyre supposed to be   a bot by
iwd2019  emefiele laud womens contributions at the cbn    internationalwomensday,0,2019-03-08 18:16:47,4.0,18.0,741.0,the sight news unbiased  concise  precise and objective newsalways
cbn intervenes with  26992m cny3134m in retail smis,0,2019-03-08 17:56:58,4.0,17.0,53922.0,nigerias no1 market intelligence  news analysis site subscribe to our data hub via instagram
nigerian stock index down 027 pct on losses in nigerian breweries uba fbn gtbank,0,2019-03-08 17:36:16,4.0,17.0,1269.0,financial journalist author blogger public speaker and passionate follower of christ
ive been screaming for help since morning and i suspect they are deliber,1,2019-03-08 17:17:46,4.0,17.0,288.0,meet me find out
same with mine since januaryyall are thieves,1,2019-03-08 17:09:52,4.0,17.0,643.0,mufc  developer  engineer  passionate lover golden state of mind  dubnation
nigeria still africas largest economy  report,0,2019-03-08 16:29:53,4.0,16.0,91.0,
pls i need my refund of 10k since 12th may 2018 and today 4k very bad and unfair i was tired going,1,2019-03-08 16:28:33,4.0,16.0,903.0,the brain behind 1worship a gathering that takes care of the less privileged a music minister author speaker humanitarian i love the lord jesus
yes sir,0,2019-03-08 16:11:13,4.0,16.0,27368.0,28yrs of business journalism in print radiotv online  head business news channels tv exbloombergtva mbi ait dbn nta views are mine
hi boason,0,2019-03-08 16:09:06,4.0,16.0,55.0,ba theatrecommunicationma international lawpgd mass communicationmaster trainer breastfeeding lactation mgtactor broadcaster writer documentarist
i received a message from you urging me to go and vote please kindly tell  to send me transport fair,0,2019-03-08 16:05:08,4.0,16.0,205.0,entrepreneur
wisdom preserves its owner alive have you ever came across this statement before,0,2019-03-08 16:00:08,4.0,16.0,27368.0,28yrs of business journalism in print radiotv online  head business news channels tv exbloombergtva mbi ait dbn nta views are mine
please comment on this,0,2019-03-08 15:58:37,4.0,15.0,13.0,god lover creative loves love stories
why share it with just me on a private call share it on twitter like you did the original statement,1,2019-03-08 15:51:07,4.0,15.0,1036.0,we blend and create 100  organic healing body butter african black soap polish and scrubs for your skin and hair with healing plant botanical oils
i need u to pls unfreeze my account i have done all you requested account name amodeni oluyinka,1,2019-03-08 15:50:46,4.0,15.0,4.0,a minister of the gospel
am i the only one who thinks banks should stop carrying out pos transactions since they aint capable    i mean how,1,2019-03-08 15:10:08,4.0,15.0,68.0,am caring n luving ow 2 r
the meeting between   provided an opportunity for the two entities to share experiences amp pec,0,2019-03-08 15:01:00,4.0,15.0,29751.0,is west africas most authoritative business daily a diversified provider of superior business financial and management intelligence
helloi made a transfer to 0373434458 for a job he was to do for me he was debited by  at a pos wh,1,2019-03-08 14:58:58,4.0,14.0,3011.0,mechanical engineer  procurement agent  lover of arts social sciences and mysticism  content creator   aikc52com
dear  its now more than 48hrs since i transferred 100k from   acctamprecipient is yet to be,1,2019-03-08 14:57:18,4.0,14.0,600.0,striving father
hello  debit for the card maintenance fee is a monthly charge on accounts that h,1,2019-03-08 14:44:34,4.0,14.0,145406.0,we are nigerias most reliable and trusted banking partnertry our ussd code   826
i have never heard about employment opportunity in cbn    are the staff there immortal    copied,1,2019-03-08 14:44:15,4.0,14.0,1434.0,executive director citizens of impact foundation founding member voters union  right activist  social justice
lol me going to the branch will cost them its a promise,1,2019-03-08 14:35:00,4.0,14.0,14499.0,
dumbest thing ive ever heard what sort of people do we have running these agen,0,2019-03-08 14:23:18,4.0,14.0,1.0,husband fatherfree thinker
good afternoon gtb  was debited on feb 18 and till date the 40002k+2k naira hasnt been reversed,1,2019-03-08 14:22:46,4.0,14.0,1443.0,chemical analyst
can i know why a company with no illegal or financial offences has had it accounts in banks restricted by,1,2019-03-08 14:15:06,4.0,14.0,556.0,nigerian lawyer entrepreneur  and philanthropist gunners 4 life
why is it that when you do a transfer from  to other banks it takes ages to get value but the reverse is t,1,2019-03-08 14:11:54,4.0,14.0,1512.0,an expert in management marketing  human resources publisherrotarian author  compere  event management
amy dont allow them to eat your money oome im not going to allow th,1,2019-03-08 14:09:23,4.0,14.0,14499.0,
central bank of nig help innocent nigerians and reverse all d money deposited into mec,1,2019-03-08 14:08:52,4.0,14.0,0.0,
wht kind of card maintenance is dis na cant i save my money again   i have nt,1,2019-03-08 14:00:30,4.0,14.0,242.0,friendly down to earth person have my good and bad side
i have a failed transaction for two weeks now and no reversal please help me out am tired,1,2019-03-08 13:57:33,4.0,13.0,56.0,what will be will be
you guys gave me 7th of march to resolve my issues and send my money back to my account now,1,2019-03-08 13:46:16,4.0,13.0,14499.0,
pls respond to this money you claim is  stamp duty whenever i make deposits,1,2019-03-08 13:34:35,4.0,13.0,438.0,the tougher the battlethe sweeter the victory
8days promised for revert of the erroneous n142k debit on my curr,1,2019-03-08 13:28:11,4.0,13.0,135.0,happy golucky guyi dont get comfy with what i dont want n always try to keep my head up teamlami  teamjadesola  teamferanmi  teammufc
on this  internationalwomensday im calling on    media houses amp all activists of r,0,2019-03-08 12:38:34,4.0,12.0,2575.0,follow me as i follow christ  factchecking journalist       ui    alum  cofounder
a challenge to the central bank of nigerias governor to a debate on the  via,0,2019-03-08 12:36:24,4.0,12.0,14.0,a graduate in the fields of economicspolitical science combined from the uni of of ghana and a ma graduate in the field of development studies from the uea
guy rest jare,0,2019-03-08 12:32:01,4.0,12.0,378.0,i am a nigerian lover of people and a strong optimist
you guys are at it again  i was debited twice yesterday via a pos machine and i still have got,1,2019-03-08 12:30:34,4.0,12.0,258.0,the only thing greater than what you know is what you dont bespoke corporate  casuals   remakes
hello  fidelitycares thank you for reversing 2 out of the 3 transactions still awaiting the 3rd reversal,0,2019-03-08 12:30:07,4.0,12.0,82.0,simple and god fearing
kindly be advised that your complaint is receiving due attention,0,2019-03-08 12:29:24,4.0,12.0,952805.0,welcome to zenith banks official twitter page here you can expect to get the latest information on our financial products and services
so im in the mba ikeja branch to pick up my   card only to find i v been charged maintenance,1,2019-03-08 12:27:00,4.0,12.0,294.0,do it allkeep it clean insane brother with great ambition  ambitious
i made a pos transaction on 1902 which was decline but my account was debited instantly  i reported,1,2019-03-08 12:22:21,4.0,12.0,337.0,im just a part of a whole
and each charge always comes in twos n50 and n250 or n5 i hope  will start holding these banks accountab,1,2019-03-08 12:16:29,4.0,12.0,189.0,music loverentrepreneur web developer tech  fashion enthusiast scorpio snapchat   iamdebola  fan  activist in view
barely responding through their usual rehearsed text   this is one of the many problems we customer,1,2019-03-08 12:16:28,4.0,12.0,189.0,music loverentrepreneur web developer tech  fashion enthusiast scorpio snapchat   iamdebola  fan  activist in view
you guys should pay my money naa this thing will turn to something else oocc,1,2019-03-08 12:14:35,4.0,12.0,14499.0,
dear  what is the standard refund time for such failed transactions,1,2019-03-08 11:55:29,4.0,11.0,1046.0,simply me  if i didnt work on radio id be into music also love my bible man u and dance  its complicated
dear  i got this on twitter is this true  i ask because of two failed transactions which my bank debited me,1,2019-03-08 11:55:17,4.0,11.0,1046.0,simply me  if i didnt work on radio id be into music also love my bible man u and dance  its complicated
just passing by,0,2019-03-08 11:46:44,4.0,11.0,25.0,i love my life because it is better to be the head of a rat than to be the tail of an elephant
story for the gods,1,2019-03-08 11:46:14,4.0,11.0,86.0,i tell stories that matters rt  endorsement
please im yet to hear from your  a declined post transaction is meant to be revers,1,2019-03-08 11:46:08,4.0,11.0,153.0,welcome to the  beginning of the rest of my life
you guys are lying   u requested for a recall can you please send my money as far as i know that money is not lon,1,2019-03-08 11:35:18,4.0,11.0,104.0,god over everything
to monitor politically exposed persons  via,0,2019-03-08 11:31:53,4.0,11.0,677605.0,our vision  to be a world class media company that earns public trust
our mission  to disseminate credible information for the good of all stakeholders,0,,,,,
as e dey pain theme dey sweet usinfo sharing between  and  means a 247 huntgod bles,0,2019-03-08 11:19:54,4.0,11.0,901.0,mechanical engr  mnse   islam   arewa   entrepreneur  the mouth should have three gatekeepers  is it true   is it kind   is it necessary
the attached is a transaction for which i was debited yesterday its yet to be reversed deb,1,2019-03-08 11:19:05,4.0,11.0,726.0,christ family pharma sales to these i belong
i have checked my dm yesterday you told me it would be reversed in 24 hours and today its now 57 wo,1,2019-03-08 11:18:27,4.0,11.0,1046.0,simply me  if i didnt work on radio id be into music also love my bible man u and dance  its complicated
,0,2019-03-08 11:12:48,4.0,11.0,1138.0,a sales and marketing professional teacher counsellor administrator and preacher
on air  topstories   says the cost of violence against nigerian children hits  61bn,0,2019-03-08 11:10:00,4.0,11.0,203502.0,find breaking news multimedia videos reviews and opinions on african business finance private equity infrastructure and more watch cnbc africa on dstv 410
i have sent a message via dm thank you,0,2019-03-08 11:02:55,4.0,11.0,238.0,fashion stylist  image consultant  visual merchandiser    latifalli  juneoils
this is more than 48hours after my initial complaint on the partial dis,1,2019-03-08 10:53:01,4.0,10.0,440.0,husband father and jesus lover social critique and a serial advocate for a better nigeria
hello jide we are concerned about your tweet and would like to assist with this a,0,2019-03-08 10:52:06,4.0,10.0,51509.0,welcome to  official help twitter handle how may i be of service
,0,2019-03-08 10:50:05,4.0,10.0,97.0,financial and investment specialistadvocate of peace and good governancefriend of braves enemy of cowards
thank you  the money has been reversed,0,2019-03-08 10:45:21,4.0,10.0,86.0,cool calm and collected come closer to know me better love you
weve comes out of poverty capital of the world,0,2019-03-08 10:43:12,4.0,10.0,107.0,even the life we have is borrowed
hello i made a mobile transfer friday 1st of march 2019 i havent got a reversal i went into,1,2019-03-08 10:33:25,4.0,10.0,238.0,fashion stylist  image consultant  visual merchandiser    latifalli  juneoils
before during and after the elections  did not break into the   that is change  nextlevelconfirmed,0,2019-03-08 10:33:11,4.0,10.0,1769.0,a very proud buharist no asylum king of retweet and communications professional i use creative and strategic approach to arrive at set objectives
stupid move,0,2019-03-08 10:13:38,4.0,10.0,66.0,medic artist christian thinker politically incorrect
